,Lawyer Names,experience,field,feedback,gender,charge,avg_days_for_disposal,lang,practices_at,location,cd,isprobo
1763,Zara Varughese,26,"['Consumer Protection ', ' Corporate ', '  Tax ']",4.0,f,88.3402149018479,105.32944165017213,"['Bengali', 'Gujarati', 'Telugu']",Agate Inc,Delhi, Individuals,False
1764,Elakshi Kadakia,2,"['Consumer Protection ', ' Corporate ', '  Civil ']",1.0,f,342.5416030129691,93.16814098836684,"['Hindi', 'Assamese', 'Telugu']",Sehgal-Viswanathan,Mumbai, Small Businesses,True
1765,Abram Sabharwal,21,"['Consumer Protection ', ' Consumer Protection ', '  Human Rights ']",2.0,m,344.14541438252917,84.9070476500102,"['Punjabi', 'Gujarati']",Barad-Mann,Kolkata, Small Businesses,False
1766,Prerak Devi,9,"['  Real Estate ', ' Media  Entertainment ', 'Labor ']",5.0,m,480.29952813963246,104.41398267912392,"['Tamil', 'Marathi']",Cherian,Mumbai, Individuals,True
1767,Tejas Ganesan,9,"['  Consumer Protection ', 'Medical ', ' Environmental ']",2.0,m,51.35939211027256,99.70356784884848,"['Hindi', 'Odia', 'Telugu']",Varkey and Sons,Kolkata, Large Corporations,True
1768,Samaira Sampath,8,"[' Environmental ', '  Human Rights ', 'Real Estate ']",5.0,f,161.56960241261322,79.73339396870726,"['Bengali', 'Malayalam', 'Urdu']",Bakshi Group,Kolkata, Large Corporations,True
1769,Mannat Chaudhary,17,"['  Immigration ', 'Constitutional ', ' Tax ']",,f,467.50616571889196,,"['Hindi', 'Malayalam', 'Gujarati']",Kaur,Hyderabad, Large Corporations,False
1770,Kiara Sharaf,1,"[' Labor ', 'Labor ', '  Human Rights ']",3.0,f,469.4602619292274,85.67200648977305,"['Tamil', 'Odia', 'Urdu']",Mahal-Sinha,Hyderabad, Individuals,False
1771,Vivaan Barad,25,"[' Real Estate ', '  Corporate ', 'Real Estate ']",2.0,m,374.2638887167868,112.73120723022313,"['Urdu', 'Marathi', 'Kannada']",Varkey Inc,Delhi, Small Businesses,True
1772,Kaira Singhal,29,"[' Medical ', 'Immigration ', '  Medical ']",2.0,m,394.593494471393,107.19730738099557,"['Punjabi', 'Bengali', 'Assamese']",Golla PLC,Chennai, Individuals,True
1773,Ryan Doctor,11,"['Banking  Finance ', ' Real Estate ', '  Real Estate ']",3.0,m,91.1673310683412,73.31508795494129,"['Hindi', 'Urdu', 'Telugu']",Koshy-Soman,Bangalore, Small Businesses,True
1774,Ehsaan Gupta,8,"[' Consumer Protection ', 'Constitutional ', '  Medical ']",4.0,m,281.2441256502051,72.48363876150118,"['Tamil', 'Assamese', 'Telugu']",De Group,Mumbai, Small Businesses,True
1775,Tushar Thakkar,10,"['Consumer Protection ', '  Banking  Finance ', ' Civil ']",2.0,m,154.2123460800497,109.12025774519229,"['Assamese', 'Marathi', 'Kannada']",Balay-Sangha,Kolkata, Large Corporations,True
1776,Bhavin Samra,25,"['  Real Estate ', ' Family ', 'Samra has 25 years of experience in Tax ']",1.0,m,131.54811962612777,72.96546142863257,"['Bengali', 'Assamese', 'Kannada']",Rama,Mumbai, Large Corporations,True
1777,Urvi Bal,7,"['Banking  Finance ', ' Constitutional ', '  Corporate ']",3.0,f,414.6364846054996,97.63942985463012,"['Bengali', 'Tamil', 'Urdu']",Char-Garde,Chennai, Large Corporations,True
1778,Zaina Deo,3,"['Intellectual Property ', ' Intellectual Property ', '  Human Rights ']",2.0,f,110.76716150624634,80.75893176995514,"['Hindi', 'Assamese']",Jhaveri,Chennai, Individuals,True
1779,Adah Chaudhuri,3,"['Consumer Protection ', ' Corporate ', '  Tax ']",,m,260.8932366483733,,"['Urdu', 'Gujarati', 'Telugu']",Gopal-Barman,Bangalore, Large Corporations,True
1780,Riaan Shankar,18,"['Civil ', '  Immigration ', ' Labor ']",2.0,m,472.36020781371485,78.44362801293181,"['Hindi', 'Malayalam', 'Tamil']",Kalita PLC,Bangalore, Individuals,False
1781,Rasha Kunda,5,"['Corporate ', '  Media  Entertainment ', ' Immigration ']",5.0,f,133.62442500440415,107.15042295308743,"['Bengali', 'Marathi', 'Punjabi']",Banik-Contractor,Kolkata, Large Corporations,False
1782,Aaryahi Magar,12,"['Civil ', '  Immigration ', ' Constitutional ']",1.0,m,490.0970406822056,92.77287981090547,"['Hindi', 'Bengali', 'Punjabi']",Suresh PLC,Hyderabad, Large Corporations,False
1783,Mahika Mandal,12,"['Consumer Protection ', '  Environmental ', ' Civil ']",3.0,f,497.4295935924766,93.7829228135143,"['Hindi', 'Tamil', 'Punjabi']",Johal Inc,Bangalore, Large Corporations,True
1784,Lakshit Sawhney,19,"['Banking  Finance ', ' Banking  Finance ', '  Civil ']",5.0,m,300.0277196070813,60.44537127972899,"['Bengali', 'Odia', 'Telugu']",Rau,Hyderabad, Individuals,False
1785,Ishita Joshi,6,"['  Real Estate ', 'Constitutional ', ' Constitutional ']",4.0,f,126.56423307972106,56.95629970191422,"['Tamil', 'Odia', 'Assamese']",Sheth,Hyderabad, Small Businesses,False
1786,Suhana Baria,2,"['  Human Rights ', 'Tax ', ' Civil ']",5.0,f,192.24719957340304,86.69151089599029,"['Tamil', 'Hindi', 'Punjabi']",Krishna LLC,Kolkata, Individuals,True
1787,Nishith Borra,12,"[' Corporate ', 'Media  Entertainment ', '  Real Estate ']",5.0,m,241.02177470444082,93.70359095124918,"['Malayalam', 'Odia', 'Urdu']",Ramakrishnan and Sons,Delhi, Individuals,False
1788,Arhaan Venkataraman,19,"['  Labor ', 'Media  Entertainment ', ' Family ']",4.0,m,189.19590096120032,73.12203258393416,"['Malayalam', 'Kannada']",Jayaraman,Hyderabad, Individuals,False
1789,Shanaya Suri,5,"['Intellectual Property ', '  Intellectual Property ', ' Media  Entertainment ']",,f,176.2860109444321,,"['Bengali', 'Malayalam', 'Marathi']",Garde PLC,Kolkata, Small Businesses,False
1790,Advik Desai,12,"['Medical ', '  Medical ', ' Civil ']",3.0,m,487.5033691473609,98.422089447392,"['Hindi', 'Urdu', 'Punjabi']",Bhatti,Bangalore, Individuals,False
1791,Saksham Roy,27,"[' Corporate ', '  Real Estate ', 'Tax ']",2.0,m,119.01417233708554,98.44281720685696,"['Hindi', 'Kannada']",Kata and Sons,Mumbai, Large Corporations,False
1792,Ela Rege,27,"[' Corporate ', '  Family ', 'Labor ']",5.0,f,379.99755892258804,87.9338840941811,"['Punjabi', 'Marathi']",Sampath,Bangalore, Small Businesses,True
1793,Tarini Grover,17,"[' Family ', 'Human Rights ', '  Intellectual Property ']",3.0,f,50.18463024762869,101.70302581779113,"['Tamil', 'Bengali', 'Telugu']",Johal,Chennai, Individuals,True
1794,Dhruv Shetty,29,"[' Real Estate ', 'Intellectual Property ', '  Media  Entertainment ']",2.0,m,318.28220123106956,72.3869655641978,"['Hindi', 'Assamese', 'Punjabi']",D’Alia,Bangalore, Individuals,True
1795,Onkar Garg,17,"['Consumer Protection ', '  Media  Entertainment ', ' Media  Entertainment ']",2.0,m,462.17435177932356,84.66097624369544,"['Hindi', 'Bengali', 'Telugu']",Sem Inc,Delhi, Small Businesses,False
1796,Inaaya  Sunder,10,"['  Family ', ' Constitutional ', 'Labor ']",5.0,f,179.57034234194856,114.7181640867551,"['Gujarati', 'Telugu']",Borah Ltd,Kolkata, Individuals,False
1797,Anya Kapadia,25,"['  Immigration ', ' Consumer Protection ', 'Human Rights ']",3.0,f,133.48668886597363,91.02483194909726,"['Punjabi', 'Gujarati', 'Telugu']",Kota-Banik,Hyderabad, Small Businesses,False
1798,Stuvan Mani,23,"[' Criminal ', '  Intellectual Property ', 'Real Estate ']",5.0,m,343.25590769529214,91.89468771880499,"['Hindi', 'Malayalam', 'Urdu']",Keer PLC,Chennai, Large Corporations,True
1799,Divij Kale,17,"['  Real Estate ', 'Constitutional ', ' Criminal ']",,m,370.6706332842769,,"['Punjabi', 'Kannada']",Shan-Arya,Kolkata, Individuals,True
1800,Indrajit Warrior,15,"['Environmental ', ' Consumer Protection ', '  Banking  Finance ']",2.0,m,359.6137335283916,69.00986751226844,"['Gujarati', 'Kannada']",Ganguly PLC,Kolkata, Individuals,False
1801,Kanav Kibe,12,"[' Banking  Finance ', '  Human Rights ', 'Real Estate ']",5.0,m,193.6925960096183,101.94645549963165,"['Hindi', 'Urdu', 'Gujarati']",Sen,Hyderabad, Large Corporations,False
1802,Zara Dani,16,"['Family ', ' Immigration ', '  Corporate ']",2.0,f,163.4910809716989,114.9597941971215,"['Bengali', 'Kannada']",Johal-Sami,Bangalore, Individuals,False
1803,Divit Maharaj,24,"[' Environmental ', 'Tax ', '  Civil ']",3.0,m,480.1634599829199,85.12713110252182,"['Tamil', 'Bengali']",Kunda,Mumbai, Individuals,True
1804,Romil Sharaf,19,"['Environmental ', '  Family ', ' Immigration ']",1.0,m,465.4847787214683,102.89446180282269,"['Gujarati', 'Marathi', 'Kannada']",Bedi,Chennai, Small Businesses,True
1805,Vidur Bala,8,"[' Environmental ', 'Labor ', '  Human Rights ']",5.0,m,255.79247445176912,75.26970754183642,"['Tamil', 'Hindi', 'Telugu']",Johal PLC,Hyderabad, Individuals,False
1806,Navya Brar,21,"[' Consumer Protection ', 'Immigration ', '  Environmental ']",5.0,f,430.78723976946804,79.69901406648972,"['Punjabi', 'Hindi']",Saini-Bath,Delhi, Large Corporations,True
1807,Anay Sani,17,"['  Banking  Finance ', ' Criminal ', 'Real Estate ']",2.0,m,253.54556493543322,95.77449624071451,"['Odia', 'Gujarati']",Toor-Wali,Delhi, Individuals,True
1808,Nehmat Dewan,23,"['Family ', ' Intellectual Property ', '  Intellectual Property ']",3.0,m,240.97505813262967,101.97850009665885,"['Odia', 'Marathi', 'Urdu']",Srivastava,Mumbai, Small Businesses,True
1809,Gokul Saha,5,"['Criminal ', ' Criminal ', '  Human Rights ']",,m,120.5433264196826,,"['Tamil', 'Assamese']",Swamy,Mumbai, Large Corporations,False
1810,Drishya Varkey,22,"['Environmental ', '  Real Estate ', ' Immigration ']",3.0,f,241.88272542138776,113.54442880409239,"['Malayalam', 'Kannada']",Deshmukh-Uppal,Bangalore, Large Corporations,True
1811,Nishith Shroff,16,"['Civil ', ' Labor ', '  Intellectual Property ']",5.0,m,291.8376223699131,88.98830162167226,"['Hindi', 'Punjabi', 'Kannada']",Tara,Delhi, Large Corporations,True
1812,Ivan Rajagopalan,6,"['  Real Estate ', ' Consumer Protection ', 'Intellectual Property ']",4.0,m,60.126947342908906,107.90417632758883,"['Bengali', 'Tamil', 'Malayalam']",Chaudhari,Chennai, Large Corporations,False
1813,Piya Choudhury,8,"[' Banking  Finance ', 'Medical ', '  Real Estate ']",3.0,m,249.8508523289329,84.86542734826277,"['Bengali', 'Malayalam', 'Urdu']",Sur,Hyderabad, Small Businesses,True
1814,Himmat Chauhan,25,"['  Medical ', 'Medical ', ' Immigration ']",1.0,m,401.6102982778401,103.53136967382402,"['Tamil', 'Bengali', 'Hindi']",Krishnamurthy Ltd,Mumbai, Small Businesses,True
1815,Samiha Kala,18,"['  Real Estate ', 'Family ', ' Intellectual Property ']",2.0,m,356.02072536842144,93.11233196778272,"['Assamese', 'Bengali', 'Punjabi']",Hans-Choudhary,Mumbai, Small Businesses,True
1816,Akarsh Bera,25,"['Media  Entertainment ', '  Labor ', ' Constitutional ']",3.0,m,335.82064498877077,96.68516860622886,"['Hindi', 'Assamese']",Buch,Mumbai, Small Businesses,False
1817,Anay Rau,12,"[' Environmental ', 'Constitutional ', '  Civil ']",3.0,m,459.2999427967411,96.35261811033057,"['Punjabi', 'Odia']",Sodhi,Hyderabad, Individuals,False
1818,Onkar Mahajan,15,"['Environmental ', ' Criminal ', '  Corporate ']",1.0,m,58.114404421353505,65.92942485303281,"['Malayalam', 'Marathi']",Date-Gulati,Chennai, Small Businesses,True
1819,Ivana Halder,27,"[' Banking  Finance ', '  Corporate ', 'Real Estate ']",,m,300.67141378650535,,"['Odia', 'Gujarati', 'Kannada']",Sule and Sons,Delhi, Individuals,True
1820,Aayush Desai,26,"[' Family ', 'Constitutional ', '  Intellectual Property ']",2.0,m,404.3069817843682,91.53812159726283,"['Hindi', 'Bengali', 'Kannada']",Barad LLC,Chennai, Large Corporations,False
1821,Darshit Golla,9,"['Medical ', '  Intellectual Property ', ' Media  Entertainment ']",3.0,m,293.6009222155702,64.69081380538248,"['Hindi', 'Odia', 'Gujarati']",Hayer and Sons,Hyderabad, Individuals,False
1822,Priyansh Sundaram,13,"['  Real Estate ', 'Media  Entertainment ', ' Labor ']",4.0,m,195.75299866117064,102.46816654799633,"['Punjabi', 'Tamil', 'Assamese']",Tella,Chennai, Individuals,True
1823,Shanaya Chakrabarti,26,"[' Corporate ', 'Civil ', '  Medical ']",3.0,f,111.31275429139004,103.07333949432213,"['Bengali', 'Assamese']",Swamy LLC,Bangalore, Individuals,True
1824,Zain Yadav,15,"['Yadav has 15 years of experience in Immigration ', ' Intellectual Property ', '  Medical ']",2.0,m,449.4033823172861,94.90755829316686,"['Hindi', 'Urdu', 'Assamese']",Chokshi-Jaggi,Hyderabad, Small Businesses,False
1825,Ela Subramaniam,10,"['  Labor ', 'Tax ', ' Immigration ']",3.0,f,261.84307657442133,73.18298980863116,"['Bengali', 'Marathi', 'Assamese']",Vig,Mumbai, Small Businesses,True
1826,Inaaya  Mammen,16,"['  Real Estate ', ' Environmental ', 'Tax ']",1.0,f,445.1518386435656,110.70208408302773,"['Tamil', 'Urdu', 'Punjabi']",Chada and Sons,Delhi, Large Corporations,False
1827,Riaan Gara,7,"['Consumer Protection ', ' Family ', '  Labor ']",3.0,m,313.63345509492575,120.55815959577536,"['Bengali', 'Tamil', 'Gujarati']",Chandra LLC,Bangalore, Small Businesses,False
1828,Armaan Malhotra,17,"[' Banking  Finance ', 'Constitutional ', '  Media  Entertainment ']",3.0,m,353.3864524767504,92.20615241168962,"['Bengali', 'Urdu', 'Kannada']",Banerjee,Bangalore, Individuals,True
1829,Raghav Dayal,23,"[' Medical ', 'Media  Entertainment ', '  Real Estate ']",,m,411.9175194703025,,"['Bengali', 'Odia']",Gandhi,Hyderabad, Small Businesses,False
1830,Amira Tailor,26,"['Banking  Finance ', '  Family ', ' Civil ']",1.0,f,346.61999507006044,93.02607982194066,"['Punjabi', 'Marathi', 'Telugu']",Lata,Kolkata, Small Businesses,False
1831,Uthkarsh Lata,21,"[' Real Estate ', '  Family ', 'Labor ']",1.0,m,229.12467830552197,97.95553783498198,"['Bengali', 'Tamil', 'Hindi']",Goyal,Mumbai, Individuals,False
1832,Anvi Ravel,22,"['  Immigration ', 'Immigration ', ' Criminal ']",3.0,f,281.1350227678929,88.20661865060406,"['Punjabi', 'Odia', 'Marathi']",Sethi-Mander,Delhi, Large Corporations,False
1833,Shamik Aggarwal,26,"['  Real Estate ', ' Human Rights ', 'Tax ']",4.0,m,411.3704861041459,89.48153640234295,"['Urdu', 'Telugu']",Barman PLC,Delhi, Small Businesses,True
1834,Anvi Sabharwal,7,"[' Real Estate ', 'Immigration ', '  Civil ']",3.0,f,218.14263336784288,103.58576400746048,"['Urdu', 'Assamese']",Anne-Chacko,Delhi, Large Corporations,False
1835,Zara Kari,14,"['Family ', '  Banking  Finance ', ' Intellectual Property ']",3.0,f,224.6546555458237,125.1843624284466,"['Odia', 'Assamese']",Bhatia,Hyderabad, Individuals,True
1836,Uthkarsh Madan,15,"['Immigration ', '  Environmental ', ' Civil ']",2.0,m,93.06055222610053,68.99893148397392,"['Bengali', 'Hindi', 'Punjabi']",Barman,Mumbai, Small Businesses,False
1837,Oorja Sarma,21,"['Corporate ', '  Immigration ', ' Medical ']",2.0,m,461.5629958497865,88.44281273395549,"['Tamil', 'Malayalam', 'Hindi']",Soni Ltd,Hyderabad, Large Corporations,True
1838,Amira Chandran,7,"['Civil ', '  Intellectual Property ', ' Civil ']",4.0,f,90.96634172544879,72.29309272151878,"['Hindi', 'Malayalam', 'Marathi']",Sachar-Srinivas,Delhi, Large Corporations,False
1839,Tushar Savant,9,"[' Banking  Finance ', 'Tax ', '  Tax ']",,m,341.69412985185016,,"['Gujarati', 'Urdu', 'Marathi']",Soni Group,Chennai, Individuals,True
1840,Nirvaan Bhatia,19,"['  Real Estate ', 'Immigration ', ' Civil ']",2.0,m,235.93751546125895,81.18393046020152,"['Hindi', 'Tamil', 'Punjabi']",Mahajan Inc,Chennai, Small Businesses,True
1841,Yashvi Wadhwa,16,"[' Corporate ', 'Constitutional ', '  Human Rights ']",5.0,f,232.52872561494905,68.3519880932131,"['Bengali', 'Urdu', 'Assamese']",Gara PLC,Mumbai, Large Corporations,True
1842,Oorja Biswas,8,"['  Consumer Protection ', 'Criminal ', ' Media  Entertainment ']",1.0,m,355.7983264577078,99.5728049827286,"['Kannada', 'Telugu']",Sahota,Delhi, Large Corporations,False
1843,Zaina Sarin,18,"['  Family ', ' Intellectual Property ', 'has 18 years of experience in Corporate ']",2.0,f,80.19217968344543,116.16466672114666,"['Bengali', 'Malayalam', 'Telugu']",Choudhury PLC,Hyderabad, Large Corporations,False
1844,Khushi Verma,27,"['Corporate ', ' Human Rights ', '  Human Rights ']",2.0,f,317.16760232814556,99.95396802841144,"['Tamil', 'Bengali']",Kapoor-Mahajan,Kolkata, Large Corporations,False
1845,Shray Devan,23,"['  Tax ', ' Constitutional ', 'Labor ']",4.0,m,397.41430368755965,93.07196815922876,"['Malayalam', 'Telugu']",Mandal,Kolkata, Large Corporations,False
1846,Anika Balasubramanian,29,"['  Labor ', ' Real Estate ', 'Immigration ']",5.0,f,422.6957410489674,96.1371138416399,"['Odia', 'Kannada', 'Telugu']",Shah and Sons,Kolkata, Large Corporations,False
1847,Vivaan Gour,18,"['Media  Entertainment ', ' Human Rights ', '  Tax ']",2.0,m,126.73867522719888,111.22260994238331,"['Urdu', 'Telugu']",Goel,Chennai, Large Corporations,True
1848,Akarsh Mannan,20,"['Consumer Protection ', '  Medical ', ' Constitutional ']",2.0,m,453.8385725351782,76.88701094978775,"['Punjabi', 'Marathi', 'Telugu']",Chanda-Gara,Hyderabad, Large Corporations,True
1849,Aarush De,7,"[' Family ', 'Labor ', '  Civil ']",,m,345.265741331349,,"['Urdu', 'Assamese', 'Telugu']",Madan-Deo,Kolkata, Large Corporations,False
1850,Eva Barad,3,"[' Medical ', 'Human Rights ', '  Real Estate ']",4.0,f,446.83466036930724,83.209647772357,"['Bengali', 'Marathi', 'Gujarati']",Agrawal PLC,Delhi, Large Corporations,True
1851,Jivin Rajagopalan,18,"['Rajagopalan has 18 years of experience in Labor ', ' Tax ', '  Corporate ']",5.0,m,268.3763226995892,72.48202039062434,"['Punjabi', 'Odia', 'Urdu']",Andra,Delhi, Small Businesses,True
1852,Charvi Warrior,27,"['Criminal ', ' Labor ', '  Tax ']",1.0,f,293.91500529374093,85.07437110874797,"['Punjabi', 'Urdu', 'Telugu']",Jaggi-Walia,Kolkata, Individuals,False
1853,Zoya Subramaniam,10,"['Family ', '  Banking  Finance ', ' Labor ']",1.0,f,463.567224662902,106.61581643973673,"['Bengali', 'Urdu', 'Telugu']",Goel,Bangalore, Individuals,True
1854,Ryan Vala,7,"['Immigration ', '  Medical ', ' Constitutional ']",3.0,m,454.9592945096023,98.49903222589089,"['Hindi', 'Odia', 'Marathi']",Mani Group,Kolkata, Individuals,False
1855,Zoya Chana,17,"['  Media  Entertainment ', ' Tax ', 'Real Estate ']",2.0,f,251.6723930160509,99.66465750162301,"['Odia', 'Marathi', 'Telugu']",Kashyap,Bangalore, Large Corporations,True
1856,Rohan Manne,14,"[' Banking  Finance ', 'Medical ', '  Corporate ']",5.0,m,173.48568423605678,92.19713417479977,"['Marathi', 'Gujarati']",Date-Kulkarni,Mumbai, Individuals,True
1857,Romil Kapur,24,"[' Human Rights ', '  Labor ', 'Tax ']",2.0,m,226.92669555391888,97.84985674092883,"['Assamese', 'Marathi', 'Kannada']",Sachdeva LLC,Mumbai, Large Corporations,True
1858,Tanya Ravel,3,"[' Tax ', '  Immigration ', 'Labor ']",5.0,f,224.49394783838738,77.99114486477842,"['Tamil', 'Gujarati', 'Assamese']",Toor,Delhi, Small Businesses,True
1859,Hrishita Suresh,12,"['Civil ', ' Criminal ', '  Human Rights ']",,m,179.09009374225727,,"['Gujarati', 'Marathi', 'Kannada']",Bava-Bir,Hyderabad, Individuals,True
1860,Vritika Sathe,28,"[' Family ', 'Intellectual Property ', '  Medical ']",5.0,f,170.86082194983496,92.88006355453015,"['Bengali', 'Gujarati', 'Punjabi']",Tak LLC,Chennai, Small Businesses,False
1861,Neelofar Vora,13,"['Civil ', ' Intellectual Property ', '  Corporate ']",2.0,f,437.4783214158737,94.16273788322836,"['Gujarati', 'Odia', 'Assamese']",Sane,Hyderabad, Small Businesses,True
1862,Kabir Tak,2,"['Criminal ', '  Medical ', ' Tax ']",4.0,m,81.43786430809776,94.8028178238281,"['Punjabi', 'Malayalam']",Mann Inc,Delhi, Large Corporations,False
1863,Samaira Bir,3,"['  Immigration ', 'Criminal ', ' Immigration ']",2.0,f,354.92503194481736,87.92497076975434,"['Bengali', 'Malayalam', 'Telugu']",Saha-Sidhu,Delhi, Individuals,True
1864,Aradhya Sehgal,5,"[' Consumer Protection ', 'Constitutional ', '  Media  Entertainment ']",5.0,m,127.76902315540353,84.33864898304506,"['Tamil', 'Odia', 'Urdu']",Som PLC,Hyderabad, Small Businesses,True
1865,Adah Hayre,11,"[' Banking  Finance ', 'Human Rights ', '  Family ']",3.0,m,205.02765202732846,137.36656924566446,"['Gujarati', 'Assamese', 'Telugu']",Khatri LLC,Chennai, Individuals,True
1866,Fateh Dhar,8,"['Human Rights ', ' Labor ', '  Environmental ']",1.0,m,77.69436536067658,103.60180909398598,"['Marathi', 'Urdu', 'Gujarati']",Sundaram Group,Delhi, Small Businesses,False
1867,Hansh Balay,26,"['  Real Estate ', 'Family ', ' Immigration ']",5.0,m,171.48813658495794,96.19721213928933,"['Marathi', 'Kannada']",Comar,Chennai, Small Businesses,True
1868,Ahana  Wadhwa,23,"['Consumer Protection ', ' Family ', '  Tax ']",3.0,f,395.789482002759,86.5018725269041,"['Hindi', 'Odia']",Bhavsar PLC,Delhi, Large Corporations,True
1869,Rhea Rajagopal,23,"['  Family ', 'Tax ', ' Tax ']",,f,448.2568960462664,,"['Assamese', 'Odia', 'Gujarati']",Roy PLC,Mumbai, Individuals,False
1870,Nayantara Konda,12,"['Environmental ', ' Real Estate ', '  Family ']",5.0,f,149.68721835606516,88.03799109409566,"['Malayalam', 'Assamese', 'Telugu']",Bora,Bangalore, Large Corporations,False
1871,Madhav Rastogi,7,"['  Consumer Protection ', ' Labor ', 'Labor ']",3.0,m,258.5965276665148,94.39243265380026,"['Odia', 'Urdu', 'Gujarati']",Yadav,Delhi, Large Corporations,False
1872,Nehmat Brahmbhatt,15,"['Civil ', ' Criminal ', '  Constitutional ']",5.0,m,261.6458215717429,61.79346683905378,"['Hindi', 'Assamese', 'Kannada']",Sami-Sachdev,Bangalore, Large Corporations,True
1873,Oorja Sarkar,24,"[' Environmental ', 'Intellectual Property ', '  Criminal ']",2.0,m,443.1088875918804,66.45915606937974,"['Bengali', 'Hindi', 'Punjabi']",Shenoy-Gala,Kolkata, Large Corporations,True
1874,Neysa Chatterjee,17,"['Criminal ', ' Criminal ', '  Media  Entertainment ']",3.0,m,393.25957379411244,80.44676416591564,"['Hindi', 'Odia', 'Gujarati']",Lall,Delhi, Large Corporations,True
1875,Kashvi Bhat,4,"[' Consumer Protection ', 'Criminal ', '  Media  Entertainment ']",2.0,f,280.8847482656224,93.10709155167852,"['Punjabi', 'Urdu', 'Hindi']",Bhat-Wable,Mumbai, Small Businesses,True
1876,Lavanya Joshi,29,"['Family ', '  Media  Entertainment ', ' Civil ']",2.0,f,351.83624021229804,86.41090279272223,"['Bengali', 'Gujarati']",Gara Inc,Chennai, Individuals,False
1877,Damini Golla,22,"[' Environmental ', '  Banking  Finance ', 'Intellectual Property ']",3.0,f,431.3097742592151,112.17181839149227,"['Bengali', 'Malayalam', 'Gujarati']",Dani-Sura,Mumbai, Individuals,False
1878,Vardaniya Ravel,25,"['Banking  Finance ', ' Corporate ', '  Civil ']",1.0,m,54.29252931149522,67.76404819506347,"['Bengali', 'Odia', 'Marathi']",Banerjee,Bangalore, Large Corporations,True
1879,Badal Gupta,13,"['  Immigration ', 'Intellectual Property ', ' Tax ']",,m,231.30051397252188,,"['Gujarati', 'Marathi', 'Telugu']",Sekhon-Roy,Chennai, Individuals,True
1880,Jayesh Chander,18,"['Family ', ' Family ', '  Medical ']",1.0,m,458.2594252746854,112.80137611486651,"['Hindi', 'Kannada', 'Telugu']",Ramakrishnan and Sons,Mumbai, Small Businesses,False
1881,Nitya Kalita,1,"['Criminal ', ' Labor ', '  Environmental ']",5.0,f,383.1408638797781,91.9667898701272,"['Odia', 'Kannada', 'Telugu']",Wali-Dewan,Mumbai, Large Corporations,False
1882,Manjari Sunder,16,"[' Corporate ', 'Tax ', '  Constitutional ']",5.0,f,294.2786184503336,103.27263874201738,"['Tamil', 'Gujarati', 'Telugu']",Aggarwal Inc,Mumbai, Small Businesses,True
1883,Prisha Bandi,13,"['Immigration ', ' Media  Entertainment ', '  Criminal ']",3.0,f,288.34003716581003,120.76870414904195,"['Bengali', 'Assamese']",Wason and Sons,Hyderabad, Small Businesses,False
1884,Mishti Dani,10,"[' Family ', 'Immigration ', '  Environmental ']",5.0,f,206.496543921997,79.59293373147267,"['Malayalam', 'Assamese', 'Telugu']",Dani,Chennai, Large Corporations,True
1885,Bhamini Hegde,12,"['Family ', ' Consumer Protection ', '  Civil ']",4.0,f,284.23424013868157,88.51028493311952,"['Punjabi', 'Urdu', 'Telugu']",Ramaswamy-Dara,Mumbai, Small Businesses,True
1886,Aaryahi Randhawa,2,"['  Immigration ', 'Intellectual Property ', ' Constitutional ']",2.0,m,344.92243975855394,85.91359648603692,"['Hindi', 'Odia']",Barman,Mumbai, Large Corporations,True
1887,Oorja Dasgupta,23,"['  Real Estate ', 'Media  Entertainment ', ' Tax ']",2.0,m,238.26336729295687,60.68110493275087,"['Tamil', 'Bengali', 'Odia']",Sandal LLC,Bangalore, Small Businesses,False
1888,Ishaan Cheema,3,"[' Intellectual Property ', 'Labor ', '  Civil ']",1.0,m,371.3689158764783,85.34404794366047,"['Bengali', 'Gujarati', 'Telugu']",Bal-Brar,Mumbai, Individuals,False
1889,Ela Kata,10,"['Family ', ' Intellectual Property ', '  Tax ']",,f,437.55450226717363,,"['Kannada', 'Telugu']",Kashyap-Suresh,Mumbai, Individuals,False
1890,Himmat Korpal,2,"['  Medical ', 'Tax ', ' Tax ']",1.0,m,119.60818168318752,98.10884312718362,"['Marathi', 'Gujarati', 'Kannada']",Bobal and Sons,Kolkata, Individuals,False
1891,Anya Bose,27,"['Family ', ' Environmental ', '  Family ']",2.0,f,253.19616026784098,99.28624754082016,"['Tamil', 'Gujarati', 'Marathi']",Konda Group,Chennai, Large Corporations,True
1892,Adah Mallick,23,"['  Consumer Protection ', 'Media  Entertainment ', ' Civil ']",2.0,m,233.60904107828648,84.3673652904075,"['Bengali', 'Urdu', 'Punjabi']",Issac,Kolkata, Small Businesses,True
1893,Advik Sharaf,13,"['Media  Entertainment ', '  Medical ', ' Civil ']",5.0,m,359.35916182237764,80.15854145991538,"['Bengali', 'Kannada']",Date Inc,Hyderabad, Small Businesses,True
1894,Lakshit Kumer,13,"['Corporate ', ' Environmental ', '  Criminal ']",4.0,m,162.4403593660682,109.03883507847931,"['Tamil', 'Urdu']",Ben-Thakkar,Bangalore, Individuals,False
1895,Dhanush Chokshi,18,"[' Human Rights ', 'Human Rights ', '  Criminal ']",4.0,m,338.1129117285243,82.54024280463496,"['Marathi', 'Kannada', 'Telugu']",Bose Group,Kolkata, Individuals,False
